split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
train,000000000495,0,,-20.0,111632,131072,24000000,209
train,000000000496,0,,20.0,112544,131072,24000000,209
train,000000000497,1,Barker,12.0,114984,131072,24000000,281
train,000000000498,0,,-12.0,113232,131072,24000000,209
train,000000000499,0,,12.0,111464,131072,24000000,209
train,000000000500,0,,-4.0,112928,131072,24000000,209
train,000000000501,1,Px,-12.0,115440,131072,24000000,281
train,000000000502,1,P3,-4.0,113896,131072,24000000,281
train,000000000503,1,Px,-4.0,114096,131072,24000000,281
train,000000000504,1,ZadoffChu,12.0,115248,131072,24000000,281
train,000000000505,0,,12.0,113784,131072,24000000,209
train,000000000506,1,Rect,-4.0,113712,131072,24000000,281
train,000000000507,1,Px,20.0,117776,131072,24000000,281
train,000000000508,0,,-12.0,112784,131072,24000000,209
train,000000000509,1,Rect,-4.0,114176,131072,24000000,281
train,000000000510,1,Barker,4.0,114368,131072,24000000,281
train,000000000511,1,P2,-4.0,111632,131072,24000000,281
train,000000000512,1,LFM,20.0,171152,131072,24000000,281
train,000000000513,1,Frank,20.0,114712,131072,24000000,281
train,000000000514,0,,-4.0,113392,131072,24000000,209
train,000000000515,1,Rect,-4.0,113008,131072,24000000,281
train,000000000516,0,,4.0,112520,131072,24000000,209
train,000000000517,1,ZadoffChu,-4.0,114592,131072,24000000,281
train,000000000518,1,P3,20.0,116536,131072,24000000,281
train,000000000519,0,,-20.0,113544,131072,24000000,209
train,000000000520,1,P3,12.0,117360,131072,24000000,281
train,000000000521,0,,-20.0,113752,131072,24000000,209
train,000000000522,0,,-20.0,113920,131072,24000000,209
train,000000000523,1,P2,-4.0,111848,131072,24000000,281
train,000000000524,1,FMCW,12.0,119880,131072,24000000,281
train,000000000525,1,Barker,20.0,117720,131072,24000000,281
train,000000000526,0,,12.0,112240,131072,24000000,209
train,000000000527,1,ZadoffChu,-12.0,114640,131072,24000000,281
train,000000000528,1,P4,12.0,116280,131072,24000000,281
train,000000000529,0,,-4.0,111264,131072,24000000,209
train,000000000530,1,Barker,20.0,115080,131072,24000000,281
train,000000000531,1,Px,12.0,115472,131072,24000000,281
train,000000000532,1,Rect,4.0,114760,131072,24000000,281
train,000000000533,1,Px,-4.0,113624,131072,24000000,281
train,000000000534,0,,-20.0,113072,131072,24000000,209
train,000000000535,1,P3,12.0,116328,131072,24000000,281
train,000000000536,1,Px,20.0,165328,131072,24000000,281
train,000000000537,1,LFM,-20.0,130896,131072,24000000,281
train,000000000538,1,ZadoffChu,20.0,121896,131072,24000000,281
train,000000000539,0,,-20.0,111928,131072,24000000,209
train,000000000540,1,FMCW,12.0,115080,131072,24000000,281
train,000000000541,0,,12.0,113136,131072,24000000,209
train,000000000542,1,ZadoffChu,4.0,113368,131072,24000000,281
train,000000000543,1,ZadoffChu,4.0,114176,131072,24000000,281
train,000000000544,0,,-20.0,113640,131072,24000000,209
train,000000000545,1,P3,-20.0,111480,131072,24000000,281
train,000000000546,1,Rect,-4.0,112216,131072,24000000,281
train,000000000547,1,P1,20.0,167696,131072,24000000,281
train,000000000548,0,,-20.0,112552,131072,24000000,209
train,000000000549,0,,4.0,113784,131072,24000000,209
train,000000000550,1,P1,20.0,151872,131072,24000000,281
train,000000000551,1,LFM,-4.0,112832,131072,24000000,281
train,000000000552,0,,-4.0,113928,131072,24000000,209
train,000000000553,0,,20.0,113840,131072,24000000,209
train,000000000554,1,FMCW,-12.0,122680,131072,24000000,281
train,000000000555,0,,20.0,113424,131072,24000000,209
train,000000000556,1,Rect,4.0,115184,131072,24000000,281
train,000000000557,0,,12.0,113976,131072,24000000,209
train,000000000558,1,P2,-12.0,136032,131072,24000000,281
train,000000000559,0,,12.0,112936,131072,24000000,209
train,000000000560,0,,12.0,112848,131072,24000000,209
train,000000000561,1,ZadoffChu,-20.0,137992,131072,24000000,281
train,000000000562,1,FMCW,-20.0,113936,131072,24000000,281
train,000000000563,0,,12.0,112760,131072,24000000,209
train,000000000564,1,P1,-12.0,112704,131072,24000000,281
train,000000000565,0,,-4.0,114848,131072,24000000,209
train,000000000566,1,Rect,-12.0,113552,131072,24000000,281
train,000000000567,0,,20.0,113328,131072,24000000,209
train,000000000568,1,P1,-12.0,113672,131072,24000000,281
train,000000000569,1,P1,20.0,115528,131072,24000000,281
train,000000000570,1,Rect,4.0,115024,131072,24000000,281
train,000000000571,0,,12.0,112944,131072,24000000,209
train,000000000572,0,,4.0,111792,131072,24000000,209
train,000000000573,0,,20.0,113432,131072,24000000,209
train,000000000574,0,,-12.0,112624,131072,24000000,209
train,000000000575,0,,-20.0,113040,131072,24000000,209
train,000000000576,1,LFM,12.0,117744,131072,24000000,281
train,000000000577,1,LFM,-20.0,126904,131072,24000000,281
train,000000000578,1,P2,20.0,115728,131072,24000000,281
train,000000000579,0,,20.0,110848,131072,24000000,209
train,000000000580,1,ZadoffChu,-12.0,140560,131072,24000000,281
train,000000000581,0,,-4.0,113336,131072,24000000,209
train,000000000582,0,,-4.0,112280,131072,24000000,209
train,000000000583,1,Barker,20.0,117424,131072,24000000,281
train,000000000584,0,,-4.0,111512,131072,24000000,209
train,000000000585,1,Frank,12.0,115424,131072,24000000,281
train,000000000586,0,,-20.0,113168,131072,24000000,209
train,000000000587,1,ZadoffChu,4.0,114448,131072,24000000,281
train,000000000588,0,,-4.0,112184,131072,24000000,209
train,000000000589,0,,20.0,112608,131072,24000000,209
train,000000000590,1,P2,-12.0,112712,131072,24000000,281
train,000000000591,0,,12.0,112672,131072,24000000,209
train,000000000592,0,,-12.0,113216,131072,24000000,209
train,000000000593,0,,-20.0,112816,131072,24000000,209
train,000000000594,0,,-20.0,112872,131072,24000000,209
train,000000000595,1,P4,12.0,114904,131072,24000000,281
train,000000000596,0,,-20.0,113424,131072,24000000,209
train,000000000597,0,,-12.0,113280,131072,24000000,209
train,000000000598,1,Frank,20.0,124312,131072,24000000,281
train,000000000599,1,Frank,20.0,115680,131072,24000000,281
train,000000000600,0,,12.0,112680,131072,24000000,209
train,000000000601,0,,4.0,112552,131072,24000000,209
train,000000000602,1,LFM,-4.0,113408,131072,24000000,281
train,000000000603,1,Rect,4.0,115352,131072,24000000,281
train,000000000604,1,P3,4.0,114640,131072,24000000,281
train,000000000605,1,Barker,-12.0,138936,131072,24000000,281
train,000000000606,0,,-12.0,111432,131072,24000000,209
train,000000000607,0,,-20.0,112040,131072,24000000,209
train,000000000608,0,,4.0,111704,131072,24000000,209
train,000000000609,1,Px,-20.0,112920,131072,24000000,281
train,000000000610,1,P1,12.0,113984,131072,24000000,281
train,000000000611,1,Rect,20.0,153960,131072,24000000,281
train,000000000612,1,P3,20.0,140248,131072,24000000,281
train,000000000613,0,,-20.0,112456,131072,24000000,209
train,000000000614,1,P3,20.0,154160,131072,24000000,281
train,000000000615,0,,20.0,111776,131072,24000000,209
train,000000000616,1,Px,-20.0,137208,131072,24000000,281
train,000000000617,0,,-20.0,114432,131072,24000000,209
train,000000000618,0,,4.0,114120,131072,24000000,209
train,000000000619,1,FMCW,4.0,113720,131072,24000000,281
train,000000000620,1,P3,-4.0,112536,131072,24000000,281
train,000000000621,1,Px,20.0,116696,131072,24000000,281
train,000000000622,1,Barker,-12.0,116176,131072,24000000,281
train,000000000623,0,,-20.0,113328,131072,24000000,209
train,000000000624,1,P3,-20.0,124560,131072,24000000,281
train,000000000625,0,,12.0,112376,131072,24000000,209
train,000000000626,1,P1,4.0,114968,131072,24000000,281
train,000000000627,1,Px,4.0,115656,131072,24000000,281
train,000000000628,0,,-4.0,111448,131072,24000000,209
train,000000000629,0,,-12.0,113408,131072,24000000,209
train,000000000630,1,FMCW,-20.0,112544,131072,24000000,281
train,000000000631,0,,4.0,111080,131072,24000000,209
train,000000000632,0,,4.0,112872,131072,24000000,209
train,000000000633,0,,-4.0,112624,131072,24000000,209
train,000000000634,0,,-20.0,113264,131072,24000000,209
train,000000000635,0,,-4.0,113240,131072,24000000,209
train,000000000636,1,LFM,-12.0,115800,131072,24000000,281
train,000000000637,1,LFM,20.0,115752,131072,24000000,281
train,000000000638,0,,-20.0,111928,131072,24000000,209
train,000000000639,0,,12.0,112424,131072,24000000,209
train,000000000640,0,,-4.0,113192,131072,24000000,209
train,000000000641,0,,-20.0,113328,131072,24000000,209
train,000000000642,0,,4.0,113552,131072,24000000,209
train,000000000643,0,,-20.0,110840,131072,24000000,209
train,000000000644,0,,-4.0,113608,131072,24000000,209
train,000000000645,0,,-12.0,111016,131072,24000000,209
train,000000000646,1,LFM,-12.0,112544,131072,24000000,281
train,000000000647,1,Rect,-4.0,114216,131072,24000000,281
train,000000000648,1,Frank,-20.0,125120,131072,24000000,281
train,000000000649,0,,-4.0,113336,131072,24000000,209
train,000000000650,1,P1,12.0,113856,131072,24000000,281
train,000000000651,1,Barker,12.0,117000,131072,24000000,281
train,000000000652,0,,4.0,114624,131072,24000000,209
train,000000000653,1,P3,-4.0,113880,131072,24000000,281
train,000000000654,1,Px,-12.0,111792,131072,24000000,281
train,000000000655,1,Px,-12.0,111416,131072,24000000,281
train,000000000656,0,,20.0,113736,131072,24000000,209
train,000000000657,1,Frank,-12.0,136576,131072,24000000,281
train,000000000658,0,,-20.0,112704,131072,24000000,209
train,000000000659,1,Rect,20.0,155152,131072,24000000,281
train,000000000660,0,,20.0,111584,131072,24000000,209
train,000000000661,1,Barker,-4.0,113560,131072,24000000,281
train,000000000662,1,P4,-20.0,140432,131072,24000000,281
train,000000000663,0,,-20.0,113072,131072,24000000,209
train,000000000664,0,,4.0,114560,131072,24000000,209
train,000000000665,0,,12.0,113544,131072,24000000,209
train,000000000666,1,Rect,-12.0,112296,131072,24000000,281
train,000000000667,1,Rect,12.0,115088,131072,24000000,281
train,000000000668,1,FMCW,-12.0,109888,131072,24000000,281
train,000000000669,1,Frank,4.0,112832,131072,24000000,281
train,000000000670,1,FMCW,-4.0,110440,131072,24000000,281
train,000000000671,0,,-20.0,113480,131072,24000000,209
train,000000000672,0,,4.0,112672,131072,24000000,209
train,000000000673,0,,12.0,111312,131072,24000000,209
train,000000000674,1,P2,4.0,115112,131072,24000000,281
train,000000000675,0,,20.0,113160,131072,24000000,209
train,000000000676,1,LFM,20.0,165328,131072,24000000,281
train,000000000677,1,P4,12.0,115600,131072,24000000,281
train,000000000678,1,P2,20.0,114552,131072,24000000,281
train,000000000679,0,,-4.0,112776,131072,24000000,209
train,000000000680,0,,-20.0,110744,131072,24000000,209
train,000000000681,1,LFM,-20.0,135640,131072,24000000,281
train,000000000682,1,ZadoffChu,-4.0,112808,131072,24000000,281
train,000000000683,1,P4,4.0,115184,131072,24000000,281
train,000000000684,1,Frank,4.0,115328,131072,24000000,281
train,000000000685,0,,20.0,113488,131072,24000000,209
train,000000000686,1,Px,4.0,114272,131072,24000000,281
train,000000000687,1,Rect,20.0,140664,131072,24000000,281
train,000000000688,0,,-4.0,113136,131072,24000000,209
train,000000000689,0,,-4.0,113584,131072,24000000,209
train,000000000690,0,,4.0,113640,131072,24000000,209
train,000000000691,0,,20.0,113536,131072,24000000,209
train,000000000692,0,,12.0,113512,131072,24000000,209
train,000000000693,0,,20.0,113856,131072,24000000,209
train,000000000694,0,,12.0,114280,131072,24000000,209
train,000000000695,1,P2,-12.0,137512,131072,24000000,281
train,000000000696,0,,12.0,111816,131072,24000000,209
train,000000000697,0,,-20.0,113472,131072,24000000,209
train,000000000698,1,Barker,-20.0,110984,131072,24000000,281
train,000000000699,0,,-4.0,113376,131072,24000000,209
train,000000000700,1,P1,-4.0,113712,131072,24000000,281
train,000000000701,1,FMCW,20.0,119144,131072,24000000,281
train,000000000702,1,FMCW,-4.0,112496,131072,24000000,281
train,000000000703,0,,4.0,112232,131072,24000000,209
train,000000000704,0,,20.0,112160,131072,24000000,209
train,000000000705,1,P2,-20.0,135544,131072,24000000,281
train,000000000706,0,,-12.0,112920,131072,24000000,209
train,000000000707,1,Rect,-20.0,118632,131072,24000000,281
train,000000000708,1,P4,-20.0,111352,131072,24000000,281
train,000000000709,0,,-4.0,112144,131072,24000000,209
train,000000000710,0,,4.0,114368,131072,24000000,209
train,000000000711,0,,-12.0,111760,131072,24000000,209
train,000000000712,1,P4,4.0,114904,131072,24000000,281
train,000000000713,0,,-12.0,112936,131072,24000000,209
train,000000000714,1,Frank,20.0,131456,131072,24000000,281
train,000000000715,0,,-20.0,114176,131072,24000000,209
train,000000000716,1,FMCW,4.0,113288,131072,24000000,281
train,000000000717,0,,-20.0,113488,131072,24000000,209
train,000000000718,1,P1,-12.0,116056,131072,24000000,281
train,000000000719,1,Px,-20.0,115792,131072,24000000,281
train,000000000720,1,Px,-4.0,112288,131072,24000000,281
train,000000000721,1,Frank,-12.0,111088,131072,24000000,281
train,000000000722,1,Frank,-12.0,113664,131072,24000000,281
train,000000000723,1,P2,20.0,159880,131072,24000000,281
train,000000000724,0,,-12.0,114488,131072,24000000,209
train,000000000725,0,,-20.0,113432,131072,24000000,209
train,000000000726,1,ZadoffChu,4.0,113176,131072,24000000,281
train,000000000727,0,,-20.0,112480,131072,24000000,209
train,000000000728,0,,-12.0,111848,131072,24000000,209
train,000000000729,1,Rect,-20.0,119056,131072,24000000,281
train,000000000730,1,LFM,4.0,113968,131072,24000000,281
train,000000000731,1,Px,-4.0,113424,131072,24000000,281
train,000000000732,1,FMCW,-20.0,108296,131072,24000000,281
train,000000000733,0,,-20.0,112256,131072,24000000,209
train,000000000734,0,,-12.0,111992,131072,24000000,209
train,000000000735,1,Rect,12.0,129632,131072,24000000,281
train,000000000736,1,Rect,-4.0,113304,131072,24000000,281
train,000000000737,1,ZadoffChu,4.0,113976,131072,24000000,281
train,000000000738,0,,12.0,111520,131072,24000000,209
train,000000000739,0,,4.0,114528,131072,24000000,209
train,000000000740,1,P4,20.0,120608,131072,24000000,281
train,000000000741,0,,12.0,112728,131072,24000000,209
train,000000000742,1,Px,20.0,117672,131072,24000000,281
train,000000000743,1,Px,20.0,116568,131072,24000000,281
train,000000000744,1,LFM,12.0,115808,131072,24000000,281
train,000000000745,0,,4.0,112496,131072,24000000,209
train,000000000746,0,,-12.0,113848,131072,24000000,209
train,000000000747,0,,-12.0,112136,131072,24000000,209
train,000000000748,0,,-12.0,113992,131072,24000000,209
train,000000000749,1,P4,20.0,128784,131072,24000000,281
train,000000000750,1,ZadoffChu,-4.0,112048,131072,24000000,281
train,000000000751,1,Barker,-12.0,134856,131072,24000000,281
train,000000000752,0,,20.0,114176,131072,24000000,209
train,000000000753,0,,-12.0,113520,131072,24000000,209
train,000000000754,0,,-12.0,113848,131072,24000000,209
train,000000000755,1,P1,12.0,115944,131072,24000000,281
train,000000000756,1,Px,-12.0,138408,131072,24000000,281
train,000000000757,1,Rect,-20.0,133648,131072,24000000,281
train,000000000758,1,Barker,12.0,115752,131072,24000000,281
train,000000000759,1,LFM,12.0,118136,131072,24000000,281
train,000000000760,1,P4,-12.0,118248,131072,24000000,281
train,000000000761,1,Rect,12.0,114360,131072,24000000,281
train,000000000762,0,,20.0,110912,131072,24000000,209
train,000000000763,0,,20.0,112008,131072,24000000,209
train,000000000764,1,LFM,-12.0,113792,131072,24000000,281
train,000000000765,0,,20.0,114088,131072,24000000,209
train,000000000766,1,FMCW,20.0,116128,131072,24000000,281
train,000000000767,1,Px,4.0,113712,131072,24000000,281
train,000000000768,0,,20.0,113376,131072,24000000,209
train,000000000769,1,P4,-20.0,139024,131072,24000000,281
train,000000000770,0,,-12.0,112544,131072,24000000,209
train,000000000771,0,,12.0,114656,131072,24000000,209
train,000000000772,0,,4.0,113880,131072,24000000,209
train,000000000773,0,,4.0,112640,131072,24000000,209
train,000000000774,1,P1,20.0,115432,131072,24000000,281
train,000000000775,1,P1,4.0,114904,131072,24000000,281
train,000000000776,1,P3,20.0,133704,131072,24000000,281
train,000000000777,1,P1,12.0,116472,131072,24000000,281
train,000000000778,1,Px,4.0,115280,131072,24000000,281
train,000000000779,0,,12.0,111392,131072,24000000,209
train,000000000780,0,,-12.0,111568,131072,24000000,209
train,000000000781,0,,4.0,113464,131072,24000000,209
train,000000000782,0,,4.0,113496,131072,24000000,209
train,000000000783,0,,4.0,113400,131072,24000000,209
train,000000000784,1,P3,-12.0,112368,131072,24000000,281
train,000000000785,1,ZadoffChu,20.0,130896,131072,24000000,281
train,000000000786,1,Barker,-4.0,111120,131072,24000000,281
train,000000000787,1,FMCW,-20.0,108768,131072,24000000,281
train,000000000788,0,,12.0,113576,131072,24000000,209
train,000000000789,0,,20.0,113048,131072,24000000,209
train,000000000790,0,,4.0,113560,131072,24000000,209
train,000000000791,1,ZadoffChu,-20.0,111832,131072,24000000,281
train,000000000792,0,,4.0,113304,131072,24000000,209
train,000000000793,0,,4.0,110768,131072,24000000,209
train,000000000794,0,,-12.0,113616,131072,24000000,209
train,000000000795,0,,-20.0,111240,131072,24000000,209
train,000000000796,1,P2,-12.0,132456,131072,24000000,281
train,000000000797,0,,-20.0,112904,131072,24000000,209
train,000000000798,0,,20.0,114352,131072,24000000,209
train,000000000799,1,FMCW,4.0,114872,131072,24000000,281
train,000000000800,0,,-4.0,112104,131072,24000000,209
